	SRR521207	SRR515153	SRR521174	SRR518987	SRR521180	SRR521181	SRR521183	SRR521188	SRR521191	SRR521194	SRR521211	SRR521212	SRR521213	SRR521214	SRR521235	SRR521190	SRR521196	SRR521177	SRR521198	SRR521185	SRR521225	SRR521215	SRR521221	SRR521242	SRR521203	SRR521219	SRR521197	SRR521227	SRR521247	SRR521172	SRR521173	SRR521232	SRR521220	SRR521259	SRR521244	SRR521176	SRR521195	SRR521209	SRR521192	SRR521189	SRR521175	SRR521200	SRR521251	SRR521253	SRR521216	SRR521230	SRR521234	SRR521236	SRR521239	SRR521241	SRR521243	SRR521249	SRR521258	SRR521264	SRR521265	SRR521222	SRR521182	SRR521187	SRR521205	SRR521226	SRR521250	SRR521199	SRR521233	SRR521245	SRR521179	SRR521237	SRR521204	SRR521184	SRR521255	SRR521178	SRR521186	SRR521252	SRR521217	SRR521246	SRR521193	SRR521202	SRR521224	SRR521257	SRR521208	SRR521223	SRR521256	SRR521231	SRR521248	SRR521240	SRR521238	SRR521260	SRR521262	SRR521229	SRR521254	SRR521261	SRR521201	SRR521206	SRR521263
SRR521253	0.509163475	0.239803125	0.22932615	0.25192475	0.4063759875	0.6134451	0.2832290125	0.3361063875	0.42617835	0.2382042	0.32325525	0.3589965875	0.54883565	0.3074254375	0.286507175	0.3648512125	0.36592305	0.2728211875	0.3883151625	0.30850945	0.4500222375	0.4517751625	0.404248175	0.174340425	0.313397425	0.39495035	0.3547907	0.4997890125	0.08745255	0.305698575	0.4026598875	0.0795551125	0.4923531	0.120088625	0.1117463	0.4326225375	0.3705134875	0.069904225	0.2064987	0.4779446	0.3835022125	0.3028310125	0.118257575	0.0	0.1027715625	0.4312917125	0.14005845	0.0944386125	0.0645957125	0.0936379875	0.0678705125	0.303309175	0.1218436125	0.1942234375	0.1015946625	0.374930275	0.3360813125	0.2409969125	0.475482375	0.460919025	0.2215253	0.3417820625	0.3617412	0.137240625	0.1892086	0.0762020125	0.1102533625	0.26412055	0.192632675	0.2814115875	0.278599325	0.3455995	0.1706945625	0.1288868375	0.3115710875	0.110885975	0.1121546875	0.1209038625	0.0663393125	0.093136775	0.097850125	0.112644625	0.11876245	0.16563805	0.1370441	0.1206363	0.0871453875	0.1288297625	0.224067975	0.0978983125	0.12658035	0.1072217125	0.1734994375
SRR521216	0.5195060625	0.2517381125	0.2401800125	0.2636055625	0.414497225	0.6207119125	0.29641535	0.34894145	0.4401676875	0.2473598375	0.3342579875	0.37249925	0.5604122875	0.321796625	0.2646730375	0.37475835	0.3787720875	0.2857052	0.396248	0.3221027125	0.44886165	0.449862	0.4117950125	0.1260170875	0.3259532375	0.3930522625	0.3666377875	0.50789465	0.1001681875	0.3152955875	0.4120195	0.12377215	0.5037175875	0.1666434625	0.1665687375	0.437365975	0.381689625	0.1017892875	0.2200231375	0.4857613875	0.397997075	0.309404875	0.1550370125	0.1027715625	0.0	0.398720575	0.1796532625	0.09901505	0.11790905	0.0871665	0.138469625	0.2654506125	0.1554558	0.18090085	0.1593726	0.3868617125	0.347956025	0.2480057	0.4859257125	0.4749576375	0.2363416375	0.347504875	0.3143076125	0.1503686125	0.2022523375	0.123126225	0.134230075	0.2737546375	0.1629581875	0.29763095	0.2874626375	0.3135797625	0.2160786	0.116255825	0.326666925	0.1472646625	0.149911875	0.099893575	0.0859015	0.1115524375	0.1177652875	0.1651754625	0.1656309875	0.2108304125	0.1752840625	0.1566289375	0.128049275	0.172466775	0.1882930375	0.1388926	0.1685053125	0.131787675	0.1667525
SRR521230	0.2215156625	0.3226170875	0.3560091125	0.3168278375	0.24679115	0.3305333625	0.29928295	0.260744025	0.2018053625	0.3409366875	0.2323087125	0.25702535	0.2776977625	0.30982515	0.2511485375	0.2462267	0.2453332125	0.325553775	0.24889775	0.2754385125	0.20288325	0.194218825	0.2015027625	0.3398397375	0.2845227375	0.2353964375	0.2317657875	0.2082121	0.4250785625	0.2506274375	0.217385575	0.4739563	0.2436034375	0.5166310875	0.5114234125	0.220669275	0.22975265	0.4538339875	0.4359797875	0.2055705625	0.2437146	0.292207775	0.4700063125	0.4312917125	0.398720575	0.0	0.5262582875	0.4160214	0.45543	0.420648525	0.44163015	0.2480532625	0.509458825	0.3176483	0.502196625	0.2587497875	0.2458361	0.359322625	0.1928735625	0.2087357125	0.3552813125	0.257454	0.2133790125	0.3994514125	0.3857150625	0.464783475	0.479232875	0.3774785375	0.3481714375	0.3280813	0.3098624625	0.2052883625	0.5535772	0.4172651	0.270350825	0.5038811625	0.50548575	0.398796075	0.449257125	0.4608362625	0.4326033875	0.5202369875	0.5187278375	0.5499145125	0.5298367375	0.5132048125	0.48065425	0.509537975	0.3157697625	0.4932662	0.5237652125	0.502425425	0.31349585
SRR521234	0.59288305	0.315060525	0.29939065	0.328422025	0.4772107875	0.691422925	0.3536847875	0.4070011625	0.504352775	0.313369475	0.404206025	0.4290737125	0.59815215	0.3581566625	0.3265524	0.4270371875	0.43418715	0.3421318125	0.4537118875	0.380892825	0.5278119625	0.5370118375	0.48356635	0.2542867	0.38087875	0.46334725	0.4224177	0.5751443375	0.159401675	0.377071325	0.4776451375	0.1458343125	0.541256225	0.0959958	0.1050731	0.5081322375	0.4417102625	0.1179447	0.27813045	0.55009415	0.4510151625	0.3702886125	0.1720084	0.14005845	0.1796532625	0.5262582875	0.0	0.1579756375	0.1346442625	0.1730735625	0.1523344125	0.404936725	0.1179668875	0.2805125125	0.1201347375	0.423540925	0.4138362375	0.2851317375	0.556681175	0.531321	0.298397625	0.4185662875	0.4515109	0.203510275	0.260314725	0.1244293125	0.0919938375	0.33263745	0.2525479	0.3548384875	0.34998765	0.386972025	0.1369891125	0.1608573875	0.3968727125	0.0987709	0.0810882375	0.2017558875	0.1238859875	0.10830285	0.16273265	0.080809025	0.089962475	0.122328925	0.0978134	0.1030591	0.1122599125	0.0944392875	0.319307975	0.1018987125	0.087203425	0.0982250125	0.2590827125
SRR521236	0.4980899875	0.2245979625	0.2128582875	0.2434560125	0.388556075	0.5997564875	0.265445475	0.318859675	0.4115440625	0.2231986625	0.3142810125	0.344448875	0.5219818875	0.284474425	0.2511181625	0.3433696	0.3490344375	0.25796375	0.36973715	0.2988218375	0.43521525	0.439378575	0.3919629875	0.1671598125	0.2959938625	0.3680768625	0.3348193125	0.488618775	0.0593728125	0.2902796125	0.389360725	0.1272658	0.4674362125	0.1464481625	0.1545188125	0.420189925	0.35512085	0.0951673625	0.1910141375	0.4579151875	0.36660935	0.280411325	0.1218162625	0.0944386125	0.09901505	0.4160214	0.1579756375	0.0	0.112290125	0.07797085	0.1092584	0.2914319625	0.1454306	0.158157775	0.143711	0.3470218875	0.32115635	0.2068154	0.4600395125	0.4450070875	0.2141273625	0.331072975	0.3389461375	0.1082231625	0.1761307875	0.0887319	0.11783085	0.2456476125	0.1432798875	0.271787675	0.2667867875	0.3022286125	0.20090105	0.09585725	0.307547675	0.1374355375	0.1335691	0.11000775	0.0960609	0.1086393875	0.0705483375	0.1494292375	0.1492322375	0.1892400625	0.1611118625	0.1516133375	0.1240656	0.1503887	0.2013453625	0.136777375	0.1476400875	0.12437165	0.153103425
SRR521239	0.5085648875	0.2389958375	0.2262720625	0.2480249875	0.405466925	0.6108696875	0.283551425	0.3352986	0.4302251125	0.2356641875	0.3273923375	0.3567684	0.5463509375	0.303279325	0.3094906125	0.360149475	0.3616388125	0.272594625	0.38325605	0.3063219125	0.449193125	0.4492592	0.4050407625	0.2014746375	0.3112083625	0.3915803625	0.3568852875	0.489534825	0.1167651625	0.3078058375	0.401447075	0.0864862	0.4872186875	0.0968072375	0.0963618875	0.42194565	0.36616075	0.0697062125	0.2074712125	0.4707778125	0.3827438	0.299176525	0.1185723875	0.0645957125	0.11790905	0.45543	0.1346442625	0.112290125	0.0	0.112262225	0.064294625	0.3275571875	0.1125667	0.22539925	0.085710325	0.3679360625	0.332155975	0.233287725	0.4710716375	0.4553526625	0.2194901625	0.3342234	0.3892116125	0.1431463875	0.1904293125	0.069766275	0.090949175	0.2658595125	0.2086932375	0.27760905	0.2759352625	0.3691124625	0.1447113	0.1512905	0.31159285	0.0913943875	0.1049458	0.14396505	0.074708875	0.0760294625	0.1257033375	0.1098708875	0.1091330125	0.1369164625	0.1179003375	0.0974833875	0.0845777	0.099800475	0.2421759125	0.09087585	0.1020696375	0.09211255	0.197850725
SRR521241	0.5060145125	0.2437906875	0.2267730625	0.2541302375	0.401602725	0.6069315625	0.285191725	0.333981925	0.4263074625	0.2402308625	0.3229902625	0.36327715	0.5483569875	0.31364205	0.2705766375	0.36191105	0.3674193625	0.274095625	0.38653345	0.3098341125	0.443402575	0.448216825	0.4046640625	0.1572035125	0.3148762625	0.3870209375	0.3535442875	0.497939675	0.0487560125	0.3083769625	0.3997944	0.1107905	0.4961874875	0.1577581375	0.1558007375	0.426205175	0.369424475	0.1034016875	0.2027011625	0.4706921125	0.383283	0.2964366	0.1283734125	0.0936379875	0.0871665	0.420648525	0.1730735625	0.07797085	0.112262225	0.0	0.116814475	0.2899461875	0.136327975	0.158310775	0.144082825	0.3767243125	0.3360586	0.24110895	0.4753493625	0.4637539125	0.2257898875	0.3373292	0.3329021375	0.1315775125	0.1877787875	0.10017945	0.137357	0.2598949625	0.1691714875	0.2839804	0.2734754625	0.3205580125	0.205431525	0.119099675	0.31444145	0.1409081375	0.14434885	0.093199975	0.1039919	0.1261994375	0.0919158375	0.1519545375	0.1462554625	0.2053498625	0.1695156375	0.1479865625	0.117228325	0.166921825	0.1929927625	0.137077625	0.1632312625	0.13010935	0.165090375
SRR521243	0.4895657625	0.2062182125	0.1930313875	0.2169206125	0.377951325	0.5886940875	0.24831645	0.300989425	0.3999370375	0.2031413125	0.3062062125	0.33784655	0.5261548875	0.2833368	0.3045443875	0.3321596	0.3323467375	0.2369711	0.3613106	0.2817559875	0.429103725	0.436388175	0.3845844375	0.2100888875	0.2920695125	0.3727060125	0.3220074375	0.468651625	0.1161483625	0.2836076125	0.372143875	0.0972873	0.4675076375	0.1050653375	0.1076035875	0.39593925	0.34084315	0.0866027625	0.1733074875	0.4500083625	0.352703075	0.2642393	0.1171987125	0.0678705125	0.138469625	0.44163015	0.1523344125	0.1092584	0.064294625	0.116814475	0.0	0.3308983125	0.1350886	0.216173225	0.09475425	0.3479104125	0.3071995	0.2145868	0.4537457875	0.4252623375	0.1854036125	0.310366225	0.3892284125	0.1286301125	0.1565279625	0.099488275	0.113968425	0.2302676375	0.2007704875	0.248110725	0.2475893625	0.3623013125	0.149047275	0.1475212	0.280601475	0.1120866375	0.121519525	0.144205775	0.0930047	0.1024847875	0.1162549375	0.1239516625	0.1226479375	0.1392264625	0.1342340875	0.1148965375	0.107601875	0.113124125	0.2322973625	0.116244925	0.1193484875	0.12173445	0.1937066
SRR521249	0.42444945	0.3019298	0.31748315	0.3043362	0.3230477125	0.525923275	0.2976992875	0.2903074625	0.343931925	0.30574165	0.250866875	0.2923219625	0.465102275	0.3103732125	0.189704325	0.2960750625	0.29601625	0.3113027625	0.3121557875	0.2975194	0.3609977875	0.3602851125	0.319967075	0.173718875	0.29256895	0.301129475	0.287157275	0.4127581375	0.300773275	0.278434725	0.3204917125	0.3266309625	0.4097863	0.389529775	0.38558925	0.3448132125	0.2965361125	0.3228067	0.360685975	0.390887075	0.3088433875	0.3041362375	0.350745775	0.303309175	0.2654506125	0.2480532625	0.404936725	0.2914319625	0.3275571875	0.2899461875	0.3308983125	0.0	0.3814603125	0.2379315625	0.3717987875	0.311616075	0.2690498125	0.3234835125	0.3911679	0.378260975	0.3146959	0.2823349375	0.106873925	0.298536125	0.329912775	0.3365177875	0.3616882625	0.346320975	0.207601	0.3116824625	0.31348185	0.218037925	0.4405155625	0.2959519875	0.2828624125	0.377652475	0.3801395625	0.2729028875	0.3208158125	0.3363006	0.311149425	0.38788035	0.3941108	0.430272275	0.401108025	0.386545125	0.3493340875	0.3920509625	0.21740085	0.3628651375	0.39562785	0.3700384625	0.2272404875
SRR521258	0.5683548875	0.2863947125	0.2653944125	0.3013524125	0.440297475	0.6376869375	0.326120875	0.369910025	0.4641399625	0.2857399625	0.3716702875	0.4019811	0.6013170625	0.36522215	0.3430594375	0.395263325	0.4065207125	0.304430725	0.42070395	0.3509304875	0.498539	0.49617555	0.4511053625	0.2417054125	0.3587742375	0.4367305125	0.3948741125	0.5527416	0.1308417125	0.3596231375	0.44056055	0.122636475	0.5415091125	0.0961459125	0.1043752375	0.471759175	0.412717975	0.1062935375	0.2340693625	0.5187690625	0.426117825	0.33393095	0.1540316125	0.1218436125	0.1554558	0.509458825	0.1179668875	0.1454306	0.1125667	0.136327975	0.1350886	0.3814603125	0.0	0.251580725	0.098327925	0.4238791125	0.381423875	0.28521835	0.5268202875	0.5085842875	0.2659420125	0.384963225	0.4260932625	0.1869520625	0.2277530875	0.108362675	0.10479765	0.2961262125	0.2433793875	0.313579	0.3012374625	0.3923256625	0.122105875	0.155657025	0.3534919	0.0774672375	0.0975154	0.16164285	0.1056279	0.1086286125	0.1466945125	0.0994028375	0.0895193625	0.1295031625	0.0970333125	0.0872452625	0.100914	0.103116475	0.2531811875	0.10450225	0.1088117375	0.0838523	0.2287936
SRR521264	0.4272564375	0.1632712875	0.1711367375	0.1798692875	0.320357025	0.5256626375	0.201101725	0.25675975	0.3436783625	0.1653834625	0.2510073125	0.283899875	0.4630146125	0.23185205	0.1976829125	0.2788728	0.2812154625	0.190984425	0.30461065	0.2327912375	0.36851995	0.37117365	0.3263646625	0.1506148375	0.2344873125	0.3144038875	0.2689609875	0.4190255	0.1589195625	0.2300058125	0.32309845	0.2137487	0.4116157625	0.2624663375	0.2633434875	0.349365675	0.2849335	0.2196985875	0.2222823125	0.3933659375	0.3006775	0.217441425	0.2143527625	0.1942234375	0.18090085	0.3176483	0.2805125125	0.158157775	0.22539925	0.158310775	0.216173225	0.2379315625	0.251580725	0.0	0.25157995	0.2920014875	0.252634	0.17232855	0.3930969125	0.3823042375	0.1744462875	0.261284225	0.2476817625	0.1588875125	0.1799310375	0.1955122	0.247682425	0.1986970875	0.1513677375	0.2072519	0.1987816125	0.2436352875	0.3115474	0.2090557	0.240707425	0.2500606375	0.24999435	0.13627335	0.21659145	0.2388090375	0.1803113625	0.2650954875	0.2588200625	0.3056712625	0.2716915625	0.2609720375	0.2234282	0.263834975	0.1208514625	0.242087525	0.2685157125	0.2423504	0.083364925
SRR521265	0.5485799375	0.2574521625	0.2314365375	0.2662743875	0.410505325	0.6311214375	0.286852425	0.33839835	0.4602943125	0.2593777875	0.3414720625	0.373770575	0.5760396375	0.3339844	0.3389815125	0.36914845	0.3766595875	0.273544225	0.398482925	0.3243515375	0.4694938	0.4755941	0.4216836875	0.2327956625	0.3278157125	0.4142302375	0.3638000375	0.522540925	0.1426171125	0.3309121375	0.4262949	0.08733835	0.5146875875	0.0807682125	0.0616242625	0.440075375	0.3795766	0.1015985875	0.2005574125	0.4963584625	0.3963834	0.306182275	0.1212620375	0.1015946625	0.1593726	0.502196625	0.1201347375	0.143711	0.085710325	0.144082825	0.09475425	0.3717987875	0.098327925	0.25157995	0.0	0.3949240125	0.356108225	0.259563125	0.4991268125	0.4771014875	0.2293858375	0.35623785	0.4143675125	0.1684760125	0.2004752875	0.098427975	0.104560375	0.2597844875	0.2412934375	0.285443	0.2801359625	0.3958517875	0.10332695	0.1718564	0.336300675	0.0889693625	0.0995368	0.17153365	0.101914925	0.0973178875	0.1434865125	0.0905226875	0.0723347875	0.1099333375	0.0927359375	0.0742526375	0.080386975	0.093679025	0.2594152375	0.0959545	0.0913742625	0.1006205	0.24249545
SRR521222	0.239923975	0.2064097	0.235417925	0.19852105	0.1535741375	0.351885525	0.1819147625	0.1482419375	0.179990225	0.21145115	0.1418536	0.1089463375	0.230158925	0.1167986625	0.2307818	0.1273195125	0.11091365	0.1921358875	0.1027888875	0.15188885	0.1966341375	0.2253301625	0.17415485	0.356483125	0.13754925	0.11909885	0.128150575	0.2295255125	0.3704279	0.136251575	0.1479030625	0.3995725875	0.168750075	0.399213375	0.4040358	0.1797904625	0.1275515625	0.3892979	0.310503025	0.216764125	0.1255736625	0.1763573875	0.365993175	0.374930275	0.3868617125	0.2587497875	0.423540925	0.3470218875	0.3679360625	0.3767243125	0.3479104125	0.311616075	0.4238791125	0.2920014875	0.3949240125	0.0	0.1245495625	0.1800932125	0.205102675	0.192371775	0.245490025	0.1468061125	0.328120975	0.30053855	0.272507625	0.3870251125	0.4074625625	0.248015625	0.327495775	0.1921564375	0.20078375	0.19643535	0.4315767375	0.3540337625	0.1557538875	0.411960375	0.4219199875	0.3510406375	0.3957637375	0.3986941	0.360747075	0.429802425	0.41457505	0.4268284	0.42301515	0.413305175	0.4073726875	0.3955106625	0.29950005	0.4161655875	0.410935425	0.4158326625	0.2773435875
SRR521182	0.2558173125	0.1628679125	0.1922087375	0.1513297375	0.146532025	0.3548176625	0.1299928	0.100101675	0.1687405375	0.1712011625	0.0954825625	0.10388795	0.2977220625	0.1447405	0.2128109125	0.0884908	0.0832195875	0.14153105	0.1057779	0.0986872875	0.206905475	0.21859085	0.1637749375	0.3165114125	0.1152442875	0.1407316625	0.1002044625	0.237660125	0.3388335375	0.0939665125	0.138071575	0.35663145	0.2363992125	0.3583819375	0.3555425625	0.14543415	0.0961333	0.3504205625	0.2664658875	0.2050304125	0.10259195	0.12369925	0.3382281875	0.3360813125	0.347956025	0.2458361	0.4138362375	0.32115635	0.332155975	0.3360586	0.3071995	0.2690498125	0.381423875	0.252634	0.356108225	0.1245495625	0.0	0.198080275	0.2162969375	0.1837029875	0.1849883875	0.07325745	0.3046362625	0.2762382125	0.2206177375	0.3532618	0.378449625	0.2049964125	0.3020894375	0.1365713	0.1419834625	0.1990905625	0.3891151	0.338350525	0.11367965	0.3676629625	0.38314435	0.3053077	0.360889325	0.3693205375	0.3260009125	0.3836616875	0.3818121875	0.3828736625	0.3850416875	0.3611910375	0.362777775	0.351916825	0.2498047875	0.3721981	0.3716722375	0.37707915	0.2334447
SRR521187	0.3696749625	0.1043784625	0.1172458375	0.1153104375	0.245570725	0.4691871625	0.14304555	0.195743975	0.2920747875	0.0938948625	0.2174428625	0.1939976	0.3638907125	0.113879925	0.2143120875	0.207733625	0.2124256875	0.124638925	0.221550025	0.1567134875	0.317778225	0.33652685	0.2842191875	0.2287544375	0.1444131375	0.2189613875	0.2094557375	0.353152275	0.2351399875	0.1641573125	0.262632175	0.268126775	0.2985208375	0.2682445125	0.2619748625	0.28987975	0.2296012	0.2495109875	0.1765573875	0.3128910875	0.223499	0.161094725	0.2254105625	0.2409969125	0.2480057	0.359322625	0.2851317375	0.2068154	0.233287725	0.24110895	0.2145868	0.3234835125	0.28521835	0.17232855	0.259563125	0.1800932125	0.198080275	0.0	0.3317369375	0.3059654875	0.1236585625	0.2050793	0.3652776875	0.1591232375	0.1351863625	0.256850825	0.265095875	0.1233888625	0.1879749125	0.137101625	0.1402042125	0.2680931625	0.287214975	0.2193577	0.185343025	0.2739861625	0.283415675	0.214621375	0.256059225	0.2573479125	0.2157568125	0.2962037625	0.2818878875	0.2808449375	0.2848487875	0.2795025375	0.27292965	0.24679225	0.2054310125	0.282875825	0.2700551875	0.273323475	0.14755535
SRR521205	0.08883345	0.310429825	0.3410098	0.304021575	0.1831869125	0.219129625	0.2841944125	0.2285706125	0.1369147	0.314593925	0.22462945	0.2200369125	0.175926325	0.2748926625	0.353737325	0.2097514125	0.198770825	0.2924228625	0.1819736125	0.24852795	0.1163344625	0.1210983625	0.152615625	0.459031175	0.2578664	0.2031171	0.20033045	0.0893198875	0.4772322	0.2342771	0.1513860875	0.5007398375	0.1346539	0.5121987	0.51473135	0.1468709375	0.1998671125	0.494257575	0.413044475	0.10805775	0.1970421375	0.2661912125	0.4841209	0.475482375	0.4859257125	0.1928735625	0.556681175	0.4600395125	0.4710716375	0.4753493625	0.4537457875	0.3911679	0.5268202875	0.3930969125	0.4991268125	0.205102675	0.2162969375	0.3317369375	0.0	0.0889163	0.3361923	0.2233130125	0.3601777	0.421088025	0.37349195	0.5006242625	0.5234860375	0.350481575	0.4430571	0.2905516625	0.291862825	0.305475025	0.5464981125	0.4822500875	0.2462127375	0.5179188	0.5321969625	0.4504150875	0.4998184125	0.50989575	0.4732034	0.538344375	0.528240675	0.542564875	0.53517405	0.521794825	0.5162866625	0.5111395125	0.39504005	0.5255670125	0.521806875	0.5213888875	0.3829035375
SRR521226	0.1270325	0.274273225	0.2991043	0.265744725	0.1503016625	0.2403313	0.2426837125	0.1928273625	0.10661005	0.29111045	0.2070717	0.1963314875	0.196701075	0.2532059125	0.336169075	0.1748192125	0.162073775	0.2583275625	0.1644314625	0.209808225	0.1105253625	0.1239448125	0.127031225	0.446724325	0.22911075	0.17987895	0.159960325	0.1037837625	0.465045925	0.208365125	0.1191650375	0.4843345625	0.138704075	0.48318295	0.487329675	0.1088759625	0.1632512125	0.4818882	0.372661425	0.1060886	0.1499323875	0.2267165125	0.4657636	0.460919025	0.4749576375	0.2087357125	0.531321	0.4450070875	0.4553526625	0.4637539125	0.4252623375	0.378260975	0.5085842875	0.3823042375	0.4771014875	0.192371775	0.1837029875	0.3059654875	0.0889163	0.0	0.297137375	0.1888258625	0.352047725	0.40371015	0.3397625	0.4782087875	0.5083330375	0.311044975	0.429255125	0.2513188875	0.24769375	0.28901125	0.5081100375	0.4641194875	0.2203295125	0.49726365	0.5138445125	0.4378110625	0.4864031375	0.497009625	0.45812265	0.51511805	0.504041825	0.503721675	0.5087443	0.492978725	0.4962041125	0.4784108625	0.383816825	0.5073324375	0.4962546	0.5047114375	0.3661279125
SRR521250	0.379302925	0.083917625	0.069359	0.0939285	0.2380054875	0.46466075	0.1200249625	0.1686921625	0.277340325	0.0819586	0.20289785	0.2134265125	0.42431565	0.1862106125	0.239842075	0.2036060125	0.2012957	0.1047346125	0.2318171625	0.151669125	0.3178542125	0.3296748375	0.272121675	0.2259817	0.16903135	0.251987575	0.1931576	0.3559969875	0.23175885	0.1722055	0.2508057875	0.2379741125	0.362997375	0.25308185	0.234854925	0.2719032625	0.2108388125	0.24047105	0.1230853	0.323249425	0.2227823875	0.1380406125	0.223275975	0.2215253	0.2363416375	0.3552813125	0.298397625	0.2141273625	0.2194901625	0.2257898875	0.1854036125	0.3146959	0.2659420125	0.1744462875	0.2293858375	0.245490025	0.1849883875	0.1236585625	0.3361923	0.297137375	0.0	0.1801329375	0.350867675	0.165296825	0.08207495	0.2424203875	0.2689715375	0.094516575	0.207594325	0.1116216125	0.108471	0.292659225	0.2532901375	0.2327739125	0.1617261125	0.254830825	0.2728400875	0.2031884875	0.2463523875	0.259847525	0.21804	0.27150855	0.260695675	0.25883	0.2710365	0.2493349	0.2593981375	0.2384244125	0.184715525	0.2627547625	0.2559136	0.2676364875	0.1527334125
SRR521199	0.2626857625	0.1626645875	0.1799359375	0.1530117875	0.142248875	0.3635301875	0.12305945	0.095917775	0.1838788375	0.1830989625	0.1068285125	0.113409725	0.3159928875	0.1599946	0.2203189125	0.0886863	0.0894283375	0.134323475	0.1134592	0.0963909125	0.2144486	0.222892025	0.1697044125	0.3229746625	0.1141851625	0.1505047875	0.1031385625	0.235884575	0.3473034875	0.1048492375	0.1476522	0.363404525	0.2543500125	0.3693182375	0.3581545875	0.14447655	0.086666275	0.3630227375	0.2520664125	0.2120308125	0.10120815	0.122133425	0.3477980125	0.3417820625	0.347504875	0.257454	0.4185662875	0.331072975	0.3342234	0.3373292	0.310366225	0.2823349375	0.384963225	0.261284225	0.35623785	0.1468061125	0.07325745	0.2050793	0.2233130125	0.1888258625	0.1801329375	0.0	0.3168275125	0.2872370375	0.2158539625	0.3542917	0.386448525	0.1947450125	0.3117499625	0.131958975	0.1363046125	0.2151308125	0.382291875	0.3437862	0.118933175	0.3770455625	0.39341175	0.3110596	0.3711323	0.3768740375	0.3396395625	0.3931045875	0.3840161875	0.3788843125	0.3884253125	0.3612544875	0.36949075	0.3551129	0.2556575375	0.37748375	0.3809132125	0.38228035	0.249558925
SRR521233	0.393138375	0.34056475	0.354259875	0.3410073	0.3213916375	0.495203475	0.3365898375	0.3282743375	0.314327375	0.349325475	0.2888714	0.3191664625	0.439691225	0.3503815125	0.223720925	0.3222223125	0.317328575	0.3470403875	0.3240332125	0.330675575	0.3316441125	0.3321599375	0.28935705	0.227864525	0.327324375	0.299863525	0.311677725	0.3852791625	0.34172395	0.31360605	0.3042267125	0.3779733125	0.38469	0.437158625	0.432274525	0.3169301625	0.3068465125	0.38120745	0.400204525	0.362610825	0.3217365875	0.3425567625	0.388315	0.3617412	0.3143076125	0.2133790125	0.4515109	0.3389461375	0.3892116125	0.3329021375	0.3892284125	0.106873925	0.4260932625	0.2476817625	0.4143675125	0.328120975	0.3046362625	0.3652776875	0.3601777	0.352047725	0.350867675	0.3168275125	0.0	0.3366549	0.365185225	0.3851432625	0.4119503375	0.3839113	0.258793125	0.3485994375	0.346813975	0.2147377	0.4852383125	0.3447767375	0.3230760625	0.427158425	0.4266463625	0.3016384875	0.3729378375	0.387896	0.35358565	0.435423175	0.436307375	0.48000575	0.449491125	0.42895685	0.3961921375	0.4406279875	0.235305525	0.4206447625	0.4455328	0.4206252375	0.2629780875
SRR521245	0.4547141	0.183626425	0.1730414	0.197379825	0.3373966375	0.546231	0.2237828375	0.2764895875	0.366859	0.1827644	0.2581446	0.2860303125	0.476620675	0.2353251375	0.2394509	0.2957529375	0.300715	0.2061785875	0.3227813625	0.248590275	0.3878712125	0.3879858375	0.337387375	0.18674255	0.234105025	0.315828575	0.293798425	0.4448039125	0.130762	0.250853375	0.3458721875	0.1476752375	0.4217385	0.179953525	0.18179655	0.3727670875	0.3091702125	0.144289925	0.14779695	0.412452	0.3202784875	0.2427606875	0.104425675	0.137240625	0.1503686125	0.3994514125	0.203510275	0.1082231625	0.1431463875	0.1315775125	0.1286301125	0.298536125	0.1869520625	0.1588875125	0.1684760125	0.30053855	0.2762382125	0.1591232375	0.421088025	0.40371015	0.165296825	0.2872370375	0.3366549	0.0	0.12849765	0.1548493375	0.1744347625	0.193207525	0.13706	0.2204826875	0.215575375	0.286965125	0.2198985125	0.1302186375	0.2575199375	0.172697875	0.1854938875	0.1240554625	0.1537335625	0.169436025	0.087002225	0.188846625	0.179599675	0.212492675	0.2047732	0.182381975	0.1710492375	0.1881130875	0.1726725	0.1819708375	0.187018875	0.1785837625	0.1381878625
SRR521179	0.417296825	0.10710395	0.1037425	0.126077325	0.2732172875	0.50376795	0.1566968875	0.2079395875	0.3019261	0.1067307	0.2357169	0.2413947625	0.4513385	0.2116093125	0.264335475	0.2244660125	0.237261325	0.1288666875	0.2587335125	0.171239325	0.3546988875	0.3654714625	0.307642275	0.2261614	0.193397325	0.2759689	0.22212915	0.3940593875	0.1942256	0.199842625	0.2754528625	0.2070225625	0.3879954	0.21822465	0.202175075	0.3104632875	0.2473194875	0.204388375	0.102975925	0.355231275	0.2544072125	0.1682411625	0.18696035	0.1892086	0.2022523375	0.3857150625	0.260314725	0.1761307875	0.1904293125	0.1877787875	0.1565279625	0.329912775	0.2277530875	0.1799310375	0.2004752875	0.272507625	0.2206177375	0.1351863625	0.37349195	0.3397625	0.08207495	0.2158539625	0.365185225	0.12849765	0.0	0.2104324625	0.2304679125	0.1243323	0.2028904	0.1433823875	0.134138575	0.31791605	0.2165429125	0.1917082375	0.1952536625	0.21113935	0.2282648375	0.1660698625	0.2118516625	0.222907675	0.18350655	0.23575075	0.21918395	0.226687775	0.23312465	0.20918765	0.2210069375	0.2003508125	0.19246315	0.2243115375	0.214018025	0.2233557875	0.1482512875
